loan_id,boarding_date,charge_off_date,net_call_off,original_amount_financed
3923,11/17/2021,,,42902
3924,11/18/2021,,,69649
3925,11/18/2021,,,88746
3926,11/18/2021,,,37514
3927,11/18/2021,,,14424
3928,11/18/2021,,,114298
3929,11/18/2021,,,23469
3930,11/19/2021,,,93658
3931,11/19/2021,,,84699
3932,11/19/2021,,,10799
3933,11/19/2021,,,13280
3934,11/22/2021,,,57296
3935,11/22/2021,,,55854
3936,11/22/2021,,,72700
3937,11/22/2021,,,146248
3938,11/22/2021,,,21880
3939,11/22/2021,,,6831
3940,11/23/2021,12/28/2023,9137,91474
3941,11/23/2021,,,114287
3942,11/23/2021,,,64190
3943,11/23/2021,,,95533
3944,11/23/2021,,,81722
3945,11/24/2021,,,133973
3946,11/24/2021,,,111423
3947,11/24/2021,,,98895
3948,11/24/2021,,,123104
3949,11/24/2021,,,121545
3950,11/24/2021,,,147819
3951,11/29/2021,1/16/2024,14566,82641
3952,11/29/2021,,,109391
3953,11/29/2021,,,10934
3954,11/29/2021,,,90914
3955,11/30/2021,3/10/2024,8971,16113
3956,11/30/2021,5/17/2024,53852,119354
3957,11/30/2021,,,141180
3958,11/30/2021,,,24057
3959,11/30/2021,,,128204
3960,11/30/2021,,,141574
3961,11/30/2021,,,65013
3962,12/1/2021,,,3686
3963,12/2/2021,8/16/2023,7632,139818
3964,12/2/2021,,,72251
3965,12/2/2021,,,9133
3966,12/2/2021,,,132619
3967,12/3/2021,,,121168
3968,12/3/2021,,,128507
3969,12/3/2021,,,11614
3970,12/6/2021,,,16002
3971,12/6/2021,,,31238
3972,12/6/2021,,,77436
3973,12/7/2021,,,103791
3974,12/7/2021,,,107940
3975,12/7/2021,,,5323
3976,12/7/2021,,,37938
3977,12/7/2021,,,146206
3978,12/8/2021,,,121754
3979,12/8/2021,,,137414
3980,12/8/2021,,,80629
3981,12/9/2021,9/28/2023,11653,24617
3982,12/9/2021,,,90457
3983,12/9/2021,,,67790
3984,12/9/2021,,,47112
3985,12/9/2021,,,52970
3986,12/9/2021,,,118116
3987,12/10/2021,4/27/2023,103398,113045
3988,12/10/2021,,,72920
3989,12/13/2021,,,110294
3990,12/14/2021,,,51105
3991,12/14/2021,,,130235
3992,12/14/2021,,,113187
3993,12/14/2021,,,114217
3994,12/15/2021,8/10/2022,38886,50648
3995,12/15/2021,,,86864
3996,12/15/2021,,,90707
3997,12/15/2021,,,143169
3998,12/15/2021,,,42249
3999,12/15/2021,,,31166
4000,12/16/2021,,,67600
4001,12/16/2021,,,106141
4002,12/16/2021,,,126560
4003,12/16/2021,,,115045
4004,12/16/2021,,,42701
4005,12/16/2021,,,33624
4006,12/16/2021,,,95269
4007,12/16/2021,,,75968
4008,12/16/2021,,,79900
4009,12/17/2021,12/9/2023,51925,92287
4010,12/17/2021,,,66315
4011,12/17/2021,,,85323
4012,12/17/2021,,,97507
4013,12/17/2021,,,78404
4014,12/17/2021,,,145796
4015,12/17/2021,,,14169
4016,12/17/2021,,,32298
4017,12/17/2021,,,51969
4018,12/17/2021,,,34683
4019,12/17/2021,,,69588
4020,12/20/2021,,,46641
4021,12/20/2021,,,55092
4022,12/21/2021,6/25/2023,17925,55436
4023,12/21/2021,,,64611
4024,12/21/2021,,,13828
4025,12/21/2021,,,73341
4026,12/21/2021,,,68266
4027,12/22/2021,1/19/2024,14157,78888
4028,12/22/2021,,,27096
4029,12/22/2021,,,121762
4030,12/23/2021,,,104317
4031,12/23/2021,,,42585
4032,12/27/2021,1/28/2022,79208,102270
4033,12/27/2021,,,42253
4034,12/27/2021,,,43144
4035,12/28/2021,5/20/2023,105185,135245
4036,12/28/2021,4/19/2022,5057,65077
4037,12/28/2021,,,72567
4038,12/28/2021,,,18654
4039,12/29/2021,6/27/2023,22496,121195
4040,12/29/2021,,,14244
4041,12/29/2021,,,51649
4042,12/29/2021,,,119963
4043,12/29/2021,,,146535
4044,12/29/2021,,,133743
4045,12/30/2021,,,11629
4046,12/30/2021,,,47817
4047,12/30/2021,,,36217
4048,12/30/2021,,,130813
4049,12/30/2021,,,86924
4050,1/5/2022,,,4325
4051,1/5/2022,,,78847
4052,1/5/2022,,,38074
4053,1/6/2022,6/14/2024,36592,48368
4054,1/6/2022,8/25/2023,68691,97303
4055,1/6/2022,,,133957
4056,1/6/2022,,,93414
4057,1/6/2022,,,121712
4058,1/7/2022,,,48732
4059,1/7/2022,,,9837
4060,1/10/2022,,,108557
4061,1/10/2022,,,99974
4062,1/10/2022,,,35306
4063,1/10/2022,,,119229
4064,1/10/2022,,,11428
4065,1/11/2022,4/23/2024,41637,86652
4066,1/11/2022,,,43908
4067,1/11/2022,,,64313
4068,1/11/2022,,,16001
4069,1/12/2022,3/23/2022,2878,11163
4070,1/12/2022,1/19/2022,88910,149566
4071,1/12/2022,11/15/2023,35141,60801
4072,1/12/2022,,,136286
4073,1/12/2022,,,87808
4074,1/13/2022,,,53023
4075,1/13/2022,,,139460
4076,1/14/2022,,,76244
4077,1/18/2022,9/11/2024,25414,101129
4078,1/18/2022,,,7314
4079,1/19/2022,,,54200
4080,1/20/2022,,,95678
4081,1/21/2022,8/28/2024,44794,70382
4082,1/21/2022,,,124883
4083,1/21/2022,,,53924
4084,1/21/2022,,,61119
4085,1/21/2022,,,123399
4086,1/24/2022,10/29/2022,15549,26826
4087,1/24/2022,,,91791
4088,1/24/2022,,,86079
4089,1/24/2022,,,35200
4090,1/24/2022,,,47177
4091,1/24/2022,,,111032
4092,1/26/2022,8/29/2023,24822,97254
4093,1/26/2022,,,145895
4094,1/26/2022,,,30193
4095,1/26/2022,,,112639
4096,1/26/2022,,,25516
4097,1/26/2022,,,18870
4098,1/26/2022,,,87882
4099,1/27/2022,,,88277
4100,1/27/2022,,,65152
4101,1/27/2022,,,113972
4102,1/27/2022,,,58662
4103,1/27/2022,,,22360
4104,1/27/2022,,,70879
4105,1/27/2022,,,38453
4106,1/27/2022,,,14672
4107,1/28/2022,,,137544
4108,1/28/2022,,,100459
4109,1/28/2022,,,52844
4110,1/28/2022,,,100895
4111,1/28/2022,,,85456
4112,1/28/2022,,,119066
4113,1/28/2022,,,5291
4114,1/31/2022,5/13/2022,21491,33697
4115,1/31/2022,,,80074
4116,1/31/2022,,,25189
4117,1/31/2022,,,128488
4118,1/31/2022,,,82415
4119,1/31/2022,,,146378
4120,1/31/2022,,,90706
4121,1/31/2022,,,10700
4122,1/31/2022,,,128055
4123,1/31/2022,,,139708
4124,1/31/2022,,,42291
4125,1/31/2022,,,5470
4126,1/31/2022,,,130716
4127,2/1/2022,,,107732
4128,2/1/2022,,,19043
4129,2/1/2022,,,72106
4130,2/1/2022,,,115928
4131,2/2/2022,,,56346
4132,2/2/2022,,,21275
4133,2/2/2022,,,39898
4134,2/2/2022,,,143278
4135,2/2/2022,,,23737
4136,2/3/2022,9/28/2023,48269,125677
4137,2/3/2022,,,136813
4138,2/3/2022,,,80551
4139,2/3/2022,,,126914
4140,2/3/2022,,,92801
4141,2/3/2022,,,39813
4142,2/3/2022,,,125689
4143,2/4/2022,,,72131
4144,2/4/2022,,,17695
4145,2/4/2022,,,83939
4146,2/4/2022,,,4492
4147,2/4/2022,,,121301
4148,2/4/2022,,,30850
4149,2/4/2022,,,41735
4150,2/4/2022,,,145253
4151,2/4/2022,,,36318
4152,2/7/2022,,,8147
4153,2/7/2022,,,121352
4154,2/7/2022,,,82203
4155,2/7/2022,,,128640
4156,2/7/2022,,,27026
4157,2/8/2022,8/20/2023,75508,136176
4158,2/8/2022,,,78269
4159,2/8/2022,,,118591
4160,2/8/2022,,,102580
4161,2/8/2022,,,15359
4162,2/8/2022,,,107442
4163,2/8/2022,,,8171
4164,2/9/2022,2/22/2023,5818,123075
4165,2/9/2022,,,122627
4166,2/9/2022,,,125730
4167,2/9/2022,,,45486
4168,2/9/2022,,,100622
4169,2/9/2022,,,118058
4170,2/9/2022,,,123829
4171,2/10/2022,,,20271
4172,2/11/2022,,,71758
4173,2/11/2022,,,94588
4174,2/11/2022,,,11835
4175,2/11/2022,,,105923
4176,2/11/2022,,,107494
4177,2/14/2022,12/22/2023,83561,90882
4178,2/14/2022,,,120003
4179,2/14/2022,,,42607
4180,2/15/2022,6/28/2022,50843,100384
4181,2/15/2022,,,126134
4182,2/15/2022,,,141178
4183,2/15/2022,,,61768
4184,2/17/2022,5/26/2024,3660,120862
4185,2/17/2022,,,104873
4186,2/17/2022,,,42283
4187,2/17/2022,,,108700
4188,2/17/2022,,,75747
4189,2/17/2022,,,4642
4190,2/18/2022,4/23/2023,61816,145450
4191,2/18/2022,9/26/2023,18804,29955
4192,2/18/2022,,,101596
4193,2/18/2022,,,87525
4194,2/18/2022,,,105632
4195,2/18/2022,,,97080
4196,2/18/2022,,,93802
4197,2/18/2022,,,3802
4198,2/18/2022,,,79444
4199,2/22/2022,,,114952
4200,2/22/2022,,,61144
4201,2/22/2022,,,134164
4202,2/22/2022,,,114914
4203,2/22/2022,,,11590
4204,2/22/2022,,,62945
4205,2/22/2022,,,52389
4206,2/22/2022,,,60421
4207,2/22/2022,,,49193
4208,2/22/2022,,,42644
4209,2/22/2022,,,121555
4210,2/22/2022,,,35254
4211,2/23/2022,,,95650
4212,2/23/2022,,,88571
4213,2/23/2022,,,12251
4214,2/23/2022,,,40368
4215,2/23/2022,,,30762
4216,2/23/2022,,,128401
4217,2/23/2022,,,146314
4218,2/23/2022,,,7819
4219,2/23/2022,,,43690
4220,2/24/2022,,,125274
4221,2/24/2022,,,125152
4222,2/24/2022,,,101779
4223,2/25/2022,,,123094
4224,2/25/2022,,,142109
4225,2/25/2022,,,17348
4226,2/25/2022,,,42219
4227,2/25/2022,,,35961
4228,2/28/2022,12/31/2022,100347,109869
4229,2/28/2022,7/30/2023,32158,90740
4230,2/28/2022,3/16/2024,1746,44432
4231,2/28/2022,,,126711
4232,2/28/2022,,,26055
4233,2/28/2022,,,25564
4234,2/28/2022,,,69576
4235,2/28/2022,,,123287
4236,2/28/2022,,,87157
4237,2/28/2022,,,123025
4238,2/28/2022,,,116932
4239,2/28/2022,,,46539
4240,3/1/2022,12/26/2023,97949,144819
4241,3/1/2022,,,30241
4242,3/1/2022,,,18956
4243,3/2/2022,6/14/2024,83965,103055
4244,3/2/2022,,,81682
4245,3/2/2022,,,34383
4246,3/2/2022,,,116637
4247,3/2/2022,,,25487
4248,3/2/2022,,,53413
4249,3/2/2022,,,41836
4250,3/2/2022,,,147454
4251,3/3/2022,3/9/2022,53364,146422
4252,3/3/2022,,,66046
4253,3/3/2022,,,107191
4254,3/3/2022,,,15291
4255,3/3/2022,,,51390
4256,3/3/2022,,,149911
4257,3/3/2022,,,78146
4258,3/3/2022,,,104691
4259,3/3/2022,,,7769
4260,3/3/2022,,,75158
4261,3/4/2022,,,60054
4262,3/4/2022,,,35829
4263,3/4/2022,,,121094
4264,3/4/2022,,,29194
4265,3/4/2022,,,127359
4266,3/4/2022,,,115858
4267,3/7/2022,,,50905
4268,3/7/2022,,,31301
4269,3/7/2022,,,64356
4270,3/7/2022,,,94261
4271,3/8/2022,,,55133
4272,3/8/2022,,,3142
4273,3/8/2022,,,23960
4274,3/8/2022,,,133914
4275,3/8/2022,,,105940
4276,3/8/2022,,,87263
4277,3/8/2022,,,56458
4278,3/9/2022,7/17/2023,64420,70959
4279,3/9/2022,,,49811
4280,3/9/2022,,,33940
4281,3/9/2022,,,18135
4282,3/9/2022,,,128791
4283,3/9/2022,,,7861
4284,3/10/2022,,,47112
4285,3/10/2022,,,76349
4286,3/10/2022,,,55465
4287,3/10/2022,,,127949
4288,3/10/2022,,,59918
4289,3/11/2022,,,114738
4290,3/11/2022,,,13090
4291,3/11/2022,,,117138
4292,3/11/2022,,,87216
4293,3/14/2022,,,130367
4294,3/14/2022,,,114882
4295,3/14/2022,,,62744
4296,3/15/2022,,,46073
4297,3/15/2022,,,19025
4298,3/15/2022,,,121691
4299,3/15/2022,,,72322
4300,3/15/2022,,,45963
4301,3/15/2022,,,116616
4302,3/15/2022,,,4003
4303,3/15/2022,,,124036
4304,3/15/2022,,,57809
4305,3/15/2022,,,126621
4306,3/15/2022,,,58303
4307,3/16/2022,5/30/2022,83889,88923
4308,3/16/2022,10/26/2024,4438,144494
4309,3/16/2022,,,70325
4310,3/16/2022,,,68930
4311,3/16/2022,,,79018
4312,3/16/2022,,,117900
4313,3/16/2022,,,28762
4314,3/17/2022,2/26/2024,40042,102936
4315,3/17/2022,,,25865
4316,3/17/2022,,,53108
4317,3/17/2022,,,99284
4318,3/17/2022,,,107122
4319,3/18/2022,,,27462
4320,3/18/2022,,,49975
4321,3/18/2022,,,131824
4322,3/18/2022,,,109647
4323,3/18/2022,,,92290
4324,3/18/2022,,,126392
4325,3/18/2022,,,80663
4326,3/21/2022,10/2/2022,5045,8304
4327,3/21/2022,,,53895
4328,3/21/2022,,,7346
4329,3/21/2022,,,64611
4330,3/21/2022,,,74998
4331,3/22/2022,,,118717
4332,3/22/2022,,,51782
4333,3/22/2022,,,122051
4334,3/22/2022,,,148881
4335,3/22/2022,,,14948
4336,3/22/2022,,,141859
4337,3/23/2022,,,45329
4338,3/23/2022,,,35774
4339,3/24/2022,,,115735
4340,3/24/2022,,,7084
4341,3/24/2022,,,70644
4342,3/25/2022,,,112609
4343,3/25/2022,,,72970
4344,3/25/2022,,,14588
4345,3/25/2022,,,82225
4346,3/25/2022,,,15049
4347,3/25/2022,,,81663
4348,3/28/2022,7/15/2022,58390,106428
4349,3/28/2022,10/28/2023,7037,96782
4350,3/28/2022,,,36474
4351,3/28/2022,,,148133
4352,3/28/2022,,,11398
4353,3/28/2022,,,8207
4354,3/28/2022,,,136114
4355,3/28/2022,,,128486
4356,3/28/2022,,,135197
4357,3/28/2022,,,128111
4358,3/29/2022,10/20/2023,38593,145629
4359,3/29/2022,,,121159
4360,3/29/2022,,,130970
4361,3/29/2022,,,83224
4362,3/29/2022,,,149680
4363,3/29/2022,,,48269
4364,3/29/2022,,,91693
4365,3/29/2022,,,90675
4366,3/29/2022,,,68250
4367,3/29/2022,,,55432
4368,3/29/2022,,,31610
4369,3/29/2022,,,43735
4370,3/29/2022,,,83602
4371,3/30/2022,3/20/2024,4765,5463
4372,3/30/2022,,,6029
4373,3/30/2022,,,116203
4374,3/30/2022,,,58771
4375,3/30/2022,,,11982
4376,3/30/2022,,,108953
4377,3/31/2022,1/23/2024,2823,4166
4378,3/31/2022,,,55125
4379,3/31/2022,,,124715
4380,3/31/2022,,,69703
4381,3/31/2022,,,87244
4382,3/31/2022,,,149020
4383,3/31/2022,,,21722
4384,3/31/2022,,,50864
4385,3/31/2022,,,43370
4386,3/31/2022,,,85234
4387,3/31/2022,,,56251
4388,4/1/2022,2/20/2024,15515,65559
4389,4/1/2022,,,78620
4390,4/1/2022,,,98434
4391,4/1/2022,,,85471
4392,4/1/2022,,,92102
4393,4/1/2022,,,94736
4394,4/1/2022,,,133348
4395,4/4/2022,,,91407
4396,4/4/2022,,,133509
4397,4/4/2022,,,106820
4398,4/4/2022,,,90395
4399,4/4/2022,,,42833
4400,4/4/2022,,,136271
4401,4/4/2022,,,36302
4402,4/4/2022,,,148917
4403,4/4/2022,,,123409
4404,4/4/2022,,,63252
4405,4/4/2022,,,92037
4406,4/4/2022,,,55393
4407,4/4/2022,,,11054
4408,4/5/2022,,,127030
4409,4/5/2022,,,73127
4410,4/5/2022,,,132709
4411,4/5/2022,,,54931
4412,4/5/2022,,,12391
4413,4/5/2022,,,108069
4414,4/5/2022,,,86994
4415,4/5/2022,,,40187
4416,4/6/2022,,,81281
4417,4/6/2022,,,95031
4418,4/6/2022,,,28733
4419,4/6/2022,,,124399
4420,4/7/2022,,,9089
4421,4/7/2022,,,39598
4422,4/7/2022,,,7395
4423,4/7/2022,,,78423
4424,4/8/2022,,,19410
4425,4/8/2022,,,17285
4426,4/8/2022,,,127615
4427,4/8/2022,,,104036
4428,4/11/2022,4/27/2022,32618,65840
4429,4/11/2022,11/24/2022,14774,42700
4430,4/11/2022,9/6/2023,86593,104908
4431,4/11/2022,,,129170
4432,4/11/2022,,,77796
4433,4/11/2022,,,147669
4434,4/11/2022,,,86380
4435,4/11/2022,,,136540
4436,4/13/2022,,,106178
4437,4/13/2022,,,115058
4438,4/13/2022,,,14092
4439,4/13/2022,,,8410
4440,4/13/2022,,,49140
4441,4/13/2022,,,129897
4442,4/13/2022,,,93428
4443,4/13/2022,,,56161
4444,4/13/2022,,,67965
4445,4/13/2022,,,30832
4446,4/14/2022,,,107577
4447,4/14/2022,,,112294
4448,4/14/2022,,,139591
4449,4/14/2022,,,52977
4450,4/14/2022,,,72782
4451,4/14/2022,,,111013
4452,4/14/2022,,,8991
4453,4/14/2022,,,106254
4454,4/14/2022,,,10401
4455,4/14/2022,,,33700
4456,4/14/2022,,,51358
4457,4/15/2022,,,82297
4458,4/15/2022,,,59129
4459,4/18/2022,,,144246
4460,4/18/2022,,,122848
4461,4/18/2022,,,135116
4462,4/19/2022,3/13/2024,34060,84980
4463,4/19/2022,,,36848
4464,4/19/2022,,,31346
4465,4/19/2022,,,148738
4466,4/19/2022,,,98615
4467,4/19/2022,,,65476
4468,4/19/2022,,,94257
4469,4/19/2022,,,98053
4470,4/19/2022,,,85953
4471,4/19/2022,,,71039
4472,4/19/2022,,,43748
4473,4/20/2022,1/17/2023,4363,5834
4474,4/20/2022,,,144168
4475,4/20/2022,,,39016
4476,4/20/2022,,,24359
4477,4/20/2022,,,143771
4478,4/20/2022,,,132949
4479,4/20/2022,,,29358
4480,4/20/2022,,,72268
4481,4/21/2022,6/28/2023,56240,99926
4482,4/21/2022,,,128699
4483,4/21/2022,,,72399
4484,4/21/2022,,,21676
4485,4/21/2022,,,22627
4486,4/21/2022,,,125057
4487,4/21/2022,,,128946
4488,4/21/2022,,,125124
4489,4/21/2022,,,44635
4490,4/21/2022,,,145534
4491,4/22/2022,,,71040
4492,4/22/2022,,,31450
4493,4/22/2022,,,52600
4494,4/22/2022,,,95760
4495,4/22/2022,,,141282
4496,4/22/2022,,,113116
4497,4/25/2022,,,46930
4498,4/25/2022,,,60970
4499,4/25/2022,,,71006
4500,4/25/2022,,,88990
4501,4/25/2022,,,21364
4502,4/25/2022,,,35556
4503,4/25/2022,,,111745
4504,4/25/2022,,,72047
4505,4/25/2022,,,97459
4506,4/26/2022,,,16493
4507,4/26/2022,,,10935
4508,4/26/2022,,,93409
4509,4/26/2022,,,109559
4510,4/26/2022,,,137156
4511,4/26/2022,,,68068
4512,4/27/2022,,,40855
4513,4/27/2022,,,43345
4514,4/27/2022,,,105393
4515,4/27/2022,,,91720
4516,4/28/2022,7/12/2024,36010,37790
4517,4/28/2022,,,121716
4518,4/28/2022,,,39285
4519,4/28/2022,,,70436
4520,4/28/2022,,,14229
4521,4/29/2022,4/3/2024,38910,85427
4522,4/29/2022,,,104186
4523,4/29/2022,,,115464
4524,4/29/2022,,,124167
4525,4/29/2022,,,105751
4526,4/29/2022,,,13799
4527,4/29/2022,,,39572
4528,4/29/2022,,,119312
4529,4/29/2022,,,131285
4530,4/29/2022,,,94215
4531,4/29/2022,,,8268
4532,4/29/2022,,,144750
4533,5/2/2022,,,148489
4534,5/3/2022,,,129863
4535,5/3/2022,,,148427
4536,5/3/2022,,,8242
4537,5/3/2022,,,54699
4538,5/3/2022,,,23587
4539,5/3/2022,,,124263
4540,5/4/2022,,,129699
4541,5/4/2022,,,53569
4542,5/4/2022,,,21851
4543,5/4/2022,,,117931
4544,5/4/2022,,,57622
4545,5/4/2022,,,106561
4546,5/4/2022,,,77345
4547,5/4/2022,,,10970
4548,5/5/2022,,,17297
4549,5/5/2022,,,135384
4550,5/5/2022,,,149948
4551,5/5/2022,,,29721
4552,5/5/2022,,,85838
4553,5/5/2022,,,120668
4554,5/5/2022,,,139928
4555,5/5/2022,,,27837
4556,5/5/2022,,,137417
4557,5/6/2022,9/27/2023,7818,122851
4558,5/6/2022,7/11/2023,11491,65463
4559,5/6/2022,,,81759
4560,5/6/2022,,,81575
4561,5/6/2022,,,15515
4562,5/6/2022,,,80777
4563,5/6/2022,,,117532
4564,5/6/2022,,,28550
4565,5/6/2022,,,132227
4566,5/9/2022,,,124861
4567,5/9/2022,,,5581
4568,5/9/2022,,,83820
4569,5/9/2022,,,132461
4570,5/9/2022,,,31476
4571,5/9/2022,,,147776
4572,5/9/2022,,,32891
4573,5/9/2022,,,31517
4574,5/9/2022,,,60669
4575,5/9/2022,,,6927
4576,5/9/2022,,,42263
4577,5/10/2022,11/13/2022,108852,127196
4578,5/10/2022,,,94882
4579,5/10/2022,,,137847
4580,5/10/2022,,,13719
4581,5/10/2022,,,14356
4582,5/10/2022,,,121020
4583,5/11/2022,,,117396
4584,5/11/2022,,,44539
4585,5/11/2022,,,16362
4586,5/11/2022,,,77123
4587,5/11/2022,,,25002
4588,5/11/2022,,,75815
4589,5/11/2022,,,41998
4590,5/12/2022,7/24/2023,28241,90100
4591,5/12/2022,,,92114
4592,5/12/2022,,,86292
4593,5/12/2022,,,72946
4594,5/12/2022,,,146349
4595,5/13/2022,,,95167
4596,5/13/2022,,,59244
4597,5/13/2022,,,71551
4598,5/13/2022,,,148662
4599,5/13/2022,,,136851
4600,5/13/2022,,,72244
4601,5/13/2022,,,62859
4602,5/13/2022,,,19528
4603,5/13/2022,,,76861
4604,5/13/2022,,,27201
4605,5/16/2022,6/10/2023,10123,96678
4606,5/16/2022,,,17643
4607,5/16/2022,,,111530
4608,5/16/2022,,,13262
4609,5/16/2022,,,136128
4610,5/16/2022,,,81433
4611,5/16/2022,,,6412
4612,5/17/2022,7/5/2024,7999,26970
4613,5/17/2022,,,114504
4614,5/17/2022,,,9287
4615,5/17/2022,,,80582
4616,5/17/2022,,,130149
4617,5/18/2022,,,9038
4618,5/18/2022,,,23219
4619,5/18/2022,,,27739
4620,5/18/2022,,,46545
4621,5/18/2022,,,22571
4622,5/18/2022,,,145214
4623,5/19/2022,,,118465
4624,5/19/2022,,,43434
4625,5/19/2022,,,61802
4626,5/19/2022,,,70087
4627,5/19/2022,,,79232
4628,5/20/2022,,,136852
4629,5/20/2022,,,148368
4630,5/20/2022,,,87551
4631,5/23/2022,,,31908
4632,5/23/2022,,,76046
4633,5/23/2022,,,17793
4634,5/23/2022,,,13452
4635,5/23/2022,,,131637
4636,5/23/2022,,,110386
4637,5/24/2022,,,148623
4638,5/24/2022,,,36878
4639,5/24/2022,,,127959
4640,5/24/2022,,,82960
4641,5/25/2022,12/14/2023,4281,5746
4642,5/25/2022,,,91263
4643,5/25/2022,,,64241
4644,5/25/2022,,,41000
4645,5/25/2022,,,98954
4646,5/25/2022,,,117640
4647,5/25/2022,,,80286
4648,5/25/2022,,,144925
4649,5/25/2022,,,145517
4650,5/25/2022,,,105542
4651,5/26/2022,5/6/2023,69837,75373
4652,5/26/2022,1/19/2024,76421,103552
4653,5/26/2022,,,113760
4654,5/26/2022,,,145024
4655,5/26/2022,,,23375
4656,5/26/2022,,,90655
4657,5/26/2022,,,39255
4658,5/26/2022,,,23129
4659,5/26/2022,,,127062
4660,5/27/2022,,,142437
4661,5/27/2022,,,41469
4662,5/27/2022,,,59039
4663,5/27/2022,,,128631
4664,5/27/2022,,,92118
4665,5/27/2022,,,104798
4666,5/31/2022,1/28/2024,19334,51862
4667,5/31/2022,,,135952
4668,5/31/2022,,,141941
4669,5/31/2022,,,11563
4670,5/31/2022,,,146194
4671,5/31/2022,,,16696
4672,5/31/2022,,,24395
4673,5/31/2022,,,60221
4674,5/31/2022,,,13848
4675,5/31/2022,,,106894
4676,5/31/2022,,,102981
4677,5/31/2022,,,6780
4678,5/31/2022,,,114336
4679,5/31/2022,,,3877
4680,5/31/2022,,,141803
4681,5/31/2022,,,60892
4682,5/31/2022,,,71824
4683,6/1/2022,,,111425
4684,6/1/2022,,,43378
4685,6/1/2022,,,70121
4686,6/1/2022,,,77374
4687,6/2/2022,,,56648
4688,6/2/2022,,,80208
4689,6/2/2022,,,83598
4690,6/2/2022,,,18233
4691,6/3/2022,,,85575
4692,6/3/2022,,,55802
4693,6/3/2022,,,83710
4694,6/3/2022,,,18215
4695,6/3/2022,,,19745
4696,6/3/2022,,,124667
4697,6/3/2022,,,84496
4698,6/3/2022,,,90806
4699,6/3/2022,,,118625
4700,6/3/2022,,,28351
4701,6/3/2022,,,88872
4702,6/6/2022,5/4/2023,125670,143599
4703,6/6/2022,,,74477
4704,6/6/2022,,,73829
4705,6/6/2022,,,104823
4706,6/6/2022,,,58910
4707,6/6/2022,,,114709
4708,6/6/2022,,,97216
4709,6/6/2022,,,118814
4710,6/6/2022,,,84556
4711,6/6/2022,,,110871
4712,6/6/2022,,,118312
4713,6/6/2022,,,136062
4714,6/7/2022,,,117452
4715,6/7/2022,,,50482
4716,6/7/2022,,,97518
4717,6/7/2022,,,41505
4718,6/8/2022,11/6/2023,31060,76228
4719,6/8/2022,,,52963
4720,6/8/2022,,,137597
4721,6/8/2022,,,65318
4722,6/8/2022,,,83394
4723,6/8/2022,,,34958
4724,6/9/2022,,,121906
4725,6/9/2022,,,92415
4726,6/9/2022,,,62005
4727,6/9/2022,,,122782
4728,6/9/2022,,,65982
4729,6/9/2022,,,114177
4730,6/9/2022,,,77154
4731,6/9/2022,,,27528
4732,6/10/2022,1/27/2023,4614,28125
4733,6/10/2022,,,36723
4734,6/10/2022,,,53708
4735,6/10/2022,,,34017
4736,6/10/2022,,,53437
4737,6/10/2022,,,85896
4738,6/10/2022,,,125366
4739,6/10/2022,,,114725
4740,6/13/2022,6/21/2024,4201,5010
4741,6/13/2022,1/9/2024,3246,5754
4742,6/13/2022,,,95265
4743,6/13/2022,,,94057
4744,6/13/2022,,,30638
4745,6/13/2022,,,36719
4746,6/14/2022,,,86843
4747,6/14/2022,,,40015
4748,6/15/2022,3/7/2023,72560,109221
4749,6/15/2022,,,29898
4750,6/15/2022,,,79821
4751,6/15/2022,,,68895
4752,6/15/2022,,,122374
4753,6/15/2022,,,24124
4754,6/15/2022,,,35509
4755,6/15/2022,,,140582
4756,6/16/2022,2/27/2023,21616,67539
4757,6/16/2022,,,141731
4758,6/16/2022,,,143857
4759,6/16/2022,,,73546
4760,6/17/2022,,,128678
4761,6/17/2022,,,51419
4762,6/17/2022,,,15771
4763,6/17/2022,,,7619
4764,6/17/2022,,,77311
4765,6/17/2022,,,50813
4766,6/17/2022,,,12348
4767,6/17/2022,,,116010
4768,6/21/2022,,,126918
4769,6/21/2022,,,137047
4770,6/21/2022,,,13643
4771,6/21/2022,,,9727
4772,6/21/2022,,,145177
4773,6/21/2022,,,11603
4774,6/21/2022,,,124273
4775,6/21/2022,,,141816
4776,6/21/2022,,,45013
4777,6/22/2022,2/3/2023,46246,85805
4778,6/22/2022,7/2/2022,4281,5757
4779,6/22/2022,,,74196
4780,6/22/2022,,,37756
4781,6/22/2022,,,110232
4782,6/22/2022,,,108331
4783,6/22/2022,,,64915
4784,6/22/2022,,,39164
4785,6/22/2022,,,52016
4786,6/22/2022,,,89204
4787,6/23/2022,3/7/2023,15714,25228
4788,6/23/2022,,,38816
4789,6/23/2022,,,47761
4790,6/23/2022,,,88960
4791,6/23/2022,,,9451
4792,6/23/2022,,,11152
4793,6/23/2022,,,71857
4794,6/23/2022,,,20977
4795,6/24/2022,8/14/2023,25563,32062
4796,6/24/2022,,,31597
4797,6/24/2022,,,69445
4798,6/24/2022,,,12822
4799,6/24/2022,,,56394
4800,6/24/2022,,,122627
4801,6/24/2022,,,44433
4802,6/24/2022,,,51664
4803,6/24/2022,,,17841
4804,6/24/2022,,,115946
4805,6/24/2022,,,97279
4806,6/24/2022,,,111397
4807,6/27/2022,,,80004
4808,6/27/2022,,,34231
4809,6/27/2022,,,129798
4810,6/27/2022,,,107071
